species,fish_id,site.id,turf,macro,coral,cca,sponge,rubble,rock,other
C. spilurus ,cs248,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs249,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs250,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs251,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs252,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs253,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs254,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs255,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs256,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs257,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs258,L1S1,0.821,0.000,0.000,0.000,0.045,0.000,0.000,0.134
C. spilurus ,cs259,L1S1,0.915,0.000,0.000,0.000,0.024,0.000,0.000,0.061
C. spilurus ,cs260,L1S2,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
C. spilurus ,cs261,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs262,L1S3,0.714,0.000,0.000,0.286,0.000,0.000,0.000,0.000
C. spilurus ,cs263,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs264,L1S3,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs265,L1S3,0.600,0.000,0.400,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs266,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs267,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs268,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs269,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs270,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs271,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs272,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs273,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs274,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs275,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs276,L2S3,0.957,0.043,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs277,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs278,L3S2,0.963,0.000,0.037,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs279,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs280,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs281,L3S2,0.958,0.032,0.011,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs282,L3S3,0.000,0.926,0.000,0.074,0.000,0.000,0.000,0.000
C. spilurus ,cs283,L3S3,0.413,0.063,0.000,0.524,0.000,0.000,0.000,0.000
C. spilurus ,cs284,L3S3,0.852,0.000,0.000,0.148,0.000,0.000,0.000,0.000
C. spilurus ,cs285,L3S3,0.942,0.029,0.029,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs286,L3S3,0.988,0.000,0.012,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs287,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs288,L1S1,0.868,0.132,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs289,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs290,L1S1,0.944,0.037,0.019,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs291,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs292,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs293,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs294,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs295,L1S3,0.103,0.000,0.897,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs296,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs297,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs298,L1S3,0.955,0.000,0.045,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs299,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs300,L2S1,0.981,0.000,0.000,0.019,0.000,0.000,0.000,0.000
C. spilurus ,cs301,L2S1,0.978,0.022,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs302,L2S1,0.976,0.000,0.000,0.024,0.000,0.000,0.000,0.000
C. spilurus ,cs303,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs304,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs305,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs306,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs307,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs308,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs309,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs310,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs311,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs312,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs313,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs314,L3S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs315,L3S2,0.278,0.000,0.333,0.389,0.000,0.000,0.000,0.000
C. spilurus ,cs316,L3S2,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.000
C. spilurus ,cs317,L3S2,0.000,0.000,0.435,0.565,0.000,0.000,0.000,0.000
C. spilurus ,cs318,L3S3,0.625,0.000,0.375,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs319,L3S3,0.227,0.000,0.432,0.341,0.000,0.000,0.000,0.000
C. spilurus ,cs320,L3S3,0.000,0.000,0.294,0.706,0.000,0.000,0.000,0.000
C. spilurus ,cs321,L3S3,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
C. spilurus ,cs322,L1S1,0.976,0.000,0.000,0.024,0.000,0.000,0.000,0.000
C. spilurus ,cs323,L1S1,0.902,0.000,0.000,0.000,0.098,0.000,0.000,0.000
C. spilurus ,cs324,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs325,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs326,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs327,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs328,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs329,L1S3,0.250,0.000,0.750,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs330,L1S3,0.824,0.000,0.000,0.000,0.176,0.000,0.000,0.000
C. spilurus ,cs331,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs332,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs333,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs334,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs335,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs336,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs337,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs338,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs339,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs340,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs341,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs342,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs343,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs344,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs345,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs346,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs347,L3S2,0.655,0.103,0.000,0.241,0.000,0.000,0.000,0.000
C. spilurus ,cs348,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs349,L3S2,0.958,0.000,0.000,0.042,0.000,0.000,0.000,0.000
C. spilurus ,cs350,L3S3,0.000,0.478,0.029,0.493,0.000,0.000,0.000,0.000
C. spilurus ,cs351,L3S3,0.021,0.000,0.000,0.979,0.000,0.000,0.000,0.000
C. spilurus ,cs352,L3S3,0.091,0.000,0.091,0.818,0.000,0.000,0.000,0.000
C. spilurus ,cs353,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs354,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs355,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs356,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs357,L1S3,0.857,0.000,0.143,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs358,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs359,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs360,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs361,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs362,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs363,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs364,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs365,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs366,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs367,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs368,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs369,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs370,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs371,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs372,L3S2,0.938,0.000,0.000,0.063,0.000,0.000,0.000,0.000
C. spilurus ,cs373,L3S2,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
C. spilurus ,cs374,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs375,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs376,L3S2,0.877,0.053,0.000,0.070,0.000,0.000,0.000,0.000
C. spilurus ,cs377,L3S3,0.863,0.000,0.138,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs378,L3S3,0.973,0.000,0.027,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs379,L3S3,0.508,0.000,0.017,0.475,0.000,0.000,0.000,0.000
C. spilurus ,cs380,L3S3,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
C. spilurus ,cs381,L3S3,0.800,0.000,0.000,0.150,0.000,0.000,0.000,0.050
C. spilurus ,cs382,L3S3,0.833,0.000,0.167,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs383,L2S1,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500
C. spilurus ,cs384,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs385,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs386,L2S1,0.857,0.000,0.143,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs387,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs388,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs389,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs390,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs391,L2S2,0.909,0.091,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs392,L2S2,0.852,0.148,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs393,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs394,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs395,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs396,L2S3,0.978,0.022,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs397,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs398,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs399,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs400,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs401,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs402,L3S2,0.294,0.000,0.000,0.706,0.000,0.000,0.000,0.000
C. spilurus ,cs403,L3S2,0.362,0.241,0.000,0.397,0.000,0.000,0.000,0.000
C. spilurus ,cs404,L3S3,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
C. spilurus ,cs405,L3S3,0.627,0.000,0.000,0.373,0.000,0.000,0.000,0.000
C. spilurus ,cs406,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs407,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C. spilurus ,cs408,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp1,L1S1,0.948,0.000,0.000,0.000,0.052,0.000,0.000,0.000
S. psittacus,sp2,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp3,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp4,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp5,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp6,L1S1,0.263,0.737,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp7,L1S1,0.714,0.000,0.286,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp8,L1S2,0.300,0.000,0.700,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp9,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp10,L1S2,0.444,0.000,0.000,0.556,0.000,0.000,0.000,0.000
S. psittacus,sp11,L1S2,0.429,0.000,0.357,0.214,0.000,0.000,0.000,0.000
S. psittacus,sp12,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp13,L1S3,0.556,0.000,0.444,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp14,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp15,L1S3,0.000,0.000,0.643,0.357,0.000,0.000,0.000,0.000
S. psittacus,sp16,L1S3,0.000,0.000,0.643,0.357,0.000,0.000,0.000,0.000
S. psittacus,sp17,L1S3,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp18,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp19,L2S1,0.765,0.000,0.235,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp20,L2S1,0.924,0.000,0.076,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp21,L2S1,0.994,0.000,0.006,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp22,L2S2,0.955,0.045,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp23,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp24,L2S2,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp25,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp26,L2S3,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp27,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp28,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp29,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp30,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp31,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp32,L3S2,0.333,0.000,0.667,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp33,L3S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp34,L3S2,0.878,0.122,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp35,L3S2,0.944,0.056,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp36,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp37,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp38,L3S3,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp39,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp40,L3S3,0.914,0.086,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp41,L3S3,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp42,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp43,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp44,L1S1,0.963,0.037,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp45,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp46,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp47,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp48,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp49,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp50,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp51,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp52,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp53,L1S3,0.576,0.000,0.424,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp54,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp55,L1S3,0.935,0.000,0.000,0.065,0.000,0.000,0.000,0.000
S. psittacus,sp56,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp57,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp58,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp59,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp60,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp61,L2S1,0.926,0.074,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp62,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp63,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp64,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp65,L2S2,0.956,0.044,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp66,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp67,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp68,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp69,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp70,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp71,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp72,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp73,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp74,L3S1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp75,L3S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp76,L3S1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp77,L3S1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp78,L3S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp79,L3S2,0.476,0.286,0.238,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp80,L3S2,0.641,0.125,0.234,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp81,L3S2,0.342,0.395,0.263,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp82,L3S2,0.556,0.444,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp83,L3S2,0.318,0.682,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp84,L3S3,0.783,0.217,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp85,L3S3,0.565,0.435,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp86,L3S3,0.600,0.000,0.400,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp87,L3S3,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp88,L3S3,0.259,0.259,0.481,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp89,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp90,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp91,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp92,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp93,L1S1,0.697,0.303,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp94,L1S1,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp95,L1S1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp96,L1S1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp97,L1S1,0.444,0.000,0.556,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp98,L1S2,0.545,0.000,0.455,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp99,L1S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp100,L1S2,0.357,0.643,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp101,L1S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp102,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp103,L1S3,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.200
S. psittacus,sp104,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp105,L1S3,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp106,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp107,L1S3,0.738,0.000,0.262,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp108,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp109,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp110,L2S1,0.750,0.000,0.250,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp111,L2S1,0.660,0.000,0.340,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp112,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp113,L2S1,0.746,0.000,0.254,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp114,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp115,L2S2,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp116,L2S2,0.524,0.000,0.476,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp117,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp118,L2S2,0.319,0.000,0.681,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp119,L2S3,0.412,0.588,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp120,L2S3,0.651,0.000,0.349,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp121,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp122,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp123,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp124,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp125,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
S. psittacus,sp126,L3S1,0.844,0.156,0.000,0.000,0.000,0.000,0.000,0.000
